Address;Name;Id;Size;Fieldvalues.Values;AxisX.Values;AxisY.Values
1845430;Map to proportional factor for Rules, Underlying for Traction;ACCCD_PKpPos_MAP;8x6;0.34998 0.34998 0.30005 0.25000 0.19995 0.75000 0.34998 0.34998 0.30005 0.25000 0.19995 0.75000 0.34998 0.34998 0.30005 0.25000 0.19995 0.50000 0.34998 0.34998 0.30005 0.25000 0.19995 0.19995 0.34998 0.34998 0.30005 0.25000 0.19995 0.19995 0.34998 0.34998 0.30005 0.25000 0.19995 0.19995 0.34998 0.34998 0.30005 0.25000 0.19995 0.19995 0.34998 0.34998 0.30005 0.25000 0.19995 0.19995;2.0000 3.3000 4.7000 6.5000 9.0000 12.0000;700.00 1000.00 1500.00 1750.00 2000.00 2500.00 3000.00 4000.00
1845676;Positive Ramp Rate to Calculation of current;ACCCD_dtrqSlpPos_C;1x1;0.0000;;
1845680;Negative slope ramp to Calculation of current;ACCCD_dtrqSlpNeg_C;1x1;1000.0000;;
1845526;ratio of Differentials;ACCCD_rAxleRed_C;1x1;3.3100;;
1844352;Debounce for Sensor error;ACCCD_tiSensErrDebDef_C;1x1;0.0;;
1844354;Healing time for Sensor error;ACCCD_tiSensErrDebOk_C;1x1;60.0;;
1837594;Configuration Label for Bypass free cut;ACCCD_stACCnew_Vector;1x1;0.00;;
1837595;Configuration Label for Bypass free cut;ACCCD_stACCnew_Channel;1x1;0.00;;
1837596;Configuration Label for Bypass free cut;ACCCD_stACC_Vector;1x1;0.00;;
1837597;Configuration Label for Bypass free cut;ACCCD_stACC_Channel;1x1;0.00;;
1844356;mask for Unentprellte Error the CAN-Embassies Brakes1;ACCCD_stBrk1ErrMsk_C;1x1;0.00;;
1844357;mask for Unentprellte Error the CAN-Embassies Brakes8;ACCCD_stBrk8ErrMsk_C;1x1;0.00;;
1844984;Mask value FrmMng_stBrkAct;ACCCD_stBrkActMsk_C;1x1;7.00;;
1844358;mask for Brake fault in Error path Dfp_ACCCDBrkErr_mp;ACCCD_stBrkErrMsk_C;1x1;0.00;;
1845528;Mask for BAB, FDR and EDS intervention                                                                          status from FrmMng;ACCCD_stBrkMsk_C;1x1;1.00;;
1844359;Default Status the Brake, if The Brake not Active Is;ACCCD_stBrkNav_C;1x1;0.00;;
1844360;applicable                                                                            mask to enable or desable the effect of brake error on brake status;ACCCD_stBrkNotAvMsk_C;1x1;0.00;;
1844361;mask for Bremsenunplausibilität in Error path Dfp_ACCCDBrkNPL_mp;ACCCD_stBrkNPLMsk_C;1x1;0.00;;
1837598;Configuration Label for Bypass free cut;ACCCD_stBrk_Vector;1x1;0.00;;
1837599;Configuration Label for Bypass free cut;ACCCD_stBrk_Channel;1x1;0.00;;
1844362;mask for Unentprellte Error the CAN-Embassies ACCA;ACCCD_stCANErrMsk_C;1x1;5.00;;
1845529;mask for ConvCD_stClth;ACCCD_stClthMsk_C;1x1;1.00;;
1844363;Bitmask for brake status BrkCD_stPressed;ACCCD_stDrvBrkMsk_C;1x1;3.00;;
1844364;Debounce for EPB-ON;ACCCD_tiEPBOn_C;1x1;0.0;;
1844366;Debounce for EPB-shutdown;ACCCD_tiEPBShOff_C;1x1;60.0;;
1845530;mask for FrmMng_stTSC;ACCCD_stTSCMsk_C;1x1;0.00;;
1844368;Type the active Brake;ACCCD_swtBrkType_C;1x1;2.00;;
1844369;Switch to Selection of plausibility tests                                                                    for AUDI and ACC/GRA with Acceleration interface;ACCCD_swtCodeChk_C;1x1;1.00;;
1845532;Control switch of Acceleration controller;ACCCD_swtCtrlOff_C;1x1;0.00;;
1845533;Drag acceleration/torque limit;ACCCD_swtDragLimEna_C;1x1;1.00;;
1845534;ECD-Brake switch with Acceleration interface;ACCCD_swtECDa_C;1x1;1.00;;
1845535;Control switch to Preselect I-part Behavior;ACCCD_swtGvnrOutI_C;1x1;1.00;;
1845536;Switch, um the initialisation select                                                                               , estimates for the PT1 Filter;ACCCD_swtIniSel_C;1x1;0.00;;
1845537;Application Switches to Initialization of target acceleration filter On current actual acceleration;ACCCD_swtKpIni0_C;1x1;0.00;;
1845538;Activation the acceleration coordination for Speedli-miter;ACCCD_swtSpdLimEna_C;1x1;0.00;;
1844985;Version Switcher for Load recognition;ACCCD_swtVehMassAdpt_C;1x1;1.00;;
1845568;filter time for acceleration setpoint filtering;ACCCD_tiAccDragFlt_MAP;6x6;0.4000 0.4000 0.4000 0.4000 0.4000 0.4000 0.4000 0.4000 0.4000 0.4000 0.4000 0.4000 0.4000 0.4000 0.4000 0.4000 0.4000 0.4000 0.4000 0.4000 0.4000 0.4000 0.4000 0.4000 0.4000 0.4000 0.4000 0.4000 0.4000 0.4000 0.4000 0.4000 0.4000 0.4000 0.4000 0.4000;-1.00000 -0.50000 0.00000 0.50000 1.00000 2.00000;-2000.00 -500.80 -49.60 -9.60 100.80 249.60
1844370;Debounce the ACC Brake-Moment Recognition;ACCCD_tiBrkTrqDet_C;1x1;655350.0;;
1845640;Debounce-time for coupling status;ACCCD_tiDebClth_C;1x1;100.0;;
1845642;Delay for The brake release;ACCCD_tiDlyBrk_C;1x1;0.0200;;
1844988;time delay for PT1 filter to Smooth of Road gradient angle;ACCCD_tiPhiPT1_C;1x1;4295.000;;
1845644;Prefillzeit the Brake, While the the I-Share of Regulator in negative direction required is;ACCCD_tiPreFill_C;1x1;200.0;;
1844992;PT1-Filter time constant for Lateral acceleration;ACCCD_tiPT1Trans_C;1x1;8590.000;;
1844372;ramp time for The ramp in Reach of States INACTIVE;ACCCD_tiSwtOffRmp_C;1x1;0.3000;;
1844376;upward ramp rate the ACC Brake-Moments-Requirement;ACCCD_trqBrkDetUp_C;1x1;6553599.9985;;
1844380;down ramp rate the ACC Brake-Moments-Requirement;ACCCD_trqBrkDetDwn_C;1x1;6553599.9985;;
1845684;maximum limit                                                                         of braking torque;ACCCD_trqBrkMax_C;1x1;-16000.000;;
1845688;"Share of minimal Braking torque, the by """"Overlap"""" From engine compensated is";ACCCD_trqBrkMin2_C;1x1;0.000;;
1845692;Shift the boost shutdown hysteresis accordingly the minimal braking torque;ACCCD_trqBrkMin3_C;1x1;0.000;;
1845696;Minimal adjustable sum wheel break moment;ACCCD_trqBrkMin_C;1x1;-5.000;;
1845700;Offset On  hystereses                                                                            for brake activation/-Deactivation;ACCCD_trqBrkThres_C;1x1;-5.000;;
1845714;Characteristic for The Calculation of threshold for the braking torque im ACC-mode;ACCCD_trqBrkZero_CUR;5x1;0.00 0.00 0.00 0.00 0.00;0.0000 10.0000 30.0000 50.0000 80.0000;
1845648;maximum limit                                                                        -torque value of controller output;ACCCD_trqCtrlLimMax_C;1x1;10000.000;;
1845652;minimum limit                                                                        -torque value of controller output;ACCCD_trqCtrlLimMin_C;1x1;-10000.000;;
1837600;Configuration Label for Bypass free cut;ACCCD_trqDesRaw_Vector;1x1;0.00;;
1837601;Configuration Label for Bypass free cut;ACCCD_trqDesRaw_Channel;1x1;0.00;;
1845656;to be translated;ACCCD_trqDragOffSet_C;1x1;0.000;;
1845724;to Schelppmoment zu additive Delta-torque value;ACCCD_trqFrcDelta_C;1x1;0.000;;
1845726;Moment to Calculation Of LSP the hysteresis                                                                           , which the changing Activate and Disable the Brake prevented;ACCCD_trqFrcHyst_C;1x1;5.000;;
1845728;Threshold for Reinstate, dependent From minimal;ACCCD_trqNoCut_C;1x1;0.000;;
1845660;Offset-value for The Over  Speed limit;ACCCD_trqSpdLimOffs_C;1x1;100.000;;
1845664;Lower Border for Acceleration Control;ACCCD_vAccDrvMin_C;1x1;300.0000;;
1845666;Lower Border for Acceleration Control;ACCCD_vAccMin_C;1x1;5.0000;;
1845668;Loss of speed threshold for Recognition On over-Brakes;ACCCD_vDiffThres_C;1x1;0.0000;;
1845670;Speed limit for negative torque limit;ACCCD_vTrqNegLimHold_C;1x1;3.0000;;
1844384;Error debounce time for wrong coded MSG;ACCCD_tiWrongCodedDebDef_C;1x1;2500.0;;
1844386;Error recovery time for wrong coded MSG;ACCCD_tiWrongCodedDebOk_C;1x1;655350.0;;
1845732;error defect detection time for the CAN-Signal-Error;ACCD_tiDebCanSigDef_C;1x1;5500.0;;
1845734;error correction detection time for the CAN-Signal-Error;ACCD_tiDebCanSigOk_C;1x1;600.0;;
1845736;Maximum Number Of amplifiers-insertions                                                                            pro Driving Cycle At SCB or overtemperature;ACCD_ctPwrStgOnMax_C;1x1;65535.00;;
1845738;"Defective time for Error """"output stage                                                                          im Neutral";ACCD_DebNoLoadDef_C;1x1;655350.0;;
1845740;"Healing time for Error """"output stage                                                                          im Neutral";ACCD_DebNoLoadOk_C;1x1;0.0;;
1845742;Debounce for NPL-Error Dig. output Air Compressor defective;ACCD_DebNoTempDef_C;1x1;655350.0;;
1845744;Debounce for NPL-Error Dig. output Air Compressor healed;ACCD_DebNoTempOk_C;1x1;0.0;;
1845746;"Defective time for Error """"Short circuit after BATT";ACCD_DebShortCircBatDef_C;1x1;655350.0;;
1845748;"Healing time for Error """"Short circuit after BATT";ACCD_DebShortCircBatOk_C;1x1;0.0;;
1845750;"Defective time for Error """"Short circuit after mass";ACCD_DebShortCircGndDef_C;1x1;655350.0;;
1845752;"Healing time for Error """"Short circuit after mass";ACCD_DebShortCircGndOk_C;1x1;0.0;;
1845754;Debounce for negative State;ACCD_tiMnSwtDebNeg_C;1x1;40.0;;
1845756;Debounce for positive State;ACCD_tiMnSwtDebPos_C;1x1;40.0;;
1845758;Debounce for Max-Error defective;ACCD_tiDebPACMaxDef_C;1x1;655350.0;;
1845760;Debounce for Max-Error healed;ACCD_tiDebPACMaxOk_C;1x1;0.0;;
1845762;Debounce for My-Error defective;ACCD_tiDebPACMinDef_C;1x1;655350.0;;
1845764;Debounce for My-Error healed;ACCD_tiDebPACMinOk_C;1x1;0.0;;
1845766;Debounce for Sig-Error defective;ACCD_tiDebPACSigDef_C;1x1;655350.0;;
1845768;Debounce for Sig-Error healed;ACCD_tiDebPACSigOk_C;1x1;0.0;;
1845772;pos. ramp um Default-value zu Reach;ACCD_tiRmpLo2Hi_C;1x1;60000.0000;;
1845776;neg. ramp um Default-value zu Reach;ACCD_tiRmpHi2Lo_C;1x1;60000.0000;;
1845780;code to Establishing of error behavior of Air pressure;ACCD_stSensIDWord_C;1x1;3.00;;
1845782;Air pressure-Default;ACCD_pDfl_C;1x1;20000.00;;
1845784;PWM-Input Invert (JA|NEIN);ACCD_stPwmInInv_C;1x1;0.00;;
1845786;My. cycle duration PWM-Input;ACCD_tiPwmInMinPer_C;1x1;1.500;;
1845788;max. cycle duration PWM-Input;ACCD_tiPwmInMaxPer_C;1x1;819.000;;
1845790;minimal Duty cycle From PWM-Input From Refrigerant pressure;ACCD_dcycPwmInMin_C;1x1;0.0000;;
1845792;Maximum duty cycle From PWM-Input From Refrigerant pressure;ACCD_dcycPwmInMax_C;1x1;100.0000;;
1845800;Characteristic to conversion of Duty cycle in the Refrigerant pressure;ACCD_rLin_CUR;2x1;0.00 0.00;0.0000 100.0000;
1845804;Default for ACCD_stAC;ACCD_stACDfl_C;1x1;0.00;;
1845806;Dig. Input d. bidirectional Interface invert.  (JA/no);ACCD_stComprDigIn_C;1x1;0.00;;
1845807;Dig. output Air Compressor  invert.  (JA/no);ACCD_stInvOut_C;1x1;0.00;;
1845808;Dig. Input been? (JA/no);ACCD_stMnSwtInvIn_C;1x1;0.00;;
1845809;output stage                                                                         Parameter to Display the used endstufenart                                                                          ( 1 = SPI controllable output stage                                                                         , 0 = not SPI-Amplifier );ACCD_stSPICtl_C;1x1;1.00;;
1845810;Software switch for AC types information;ACCD_swtACtypeVal_C;1x1;2.00;;
1845811;Type of Software switch air variant;ACCD_swtACtypeType_C;1x1;2.00;;
1845812;Climatronic obstructed (JA/no);ACCD_swtClimatronic_C;1x1;1.00;;
1845813;Switch for Plausibility check with Refrigerant pressure;ACCD_swtComprON_C;1x1;0.00;;
1845814;Lag, in the The output stage                                                                          im Fault tested is;ACCD_tiBtwTst_C;1x1;250.0;;
1845816;Start Delay for Air Compressor A;ACCD_tiComprON_C;1x1;140.0;;
1845818;time, for which The output stage                                                                          in case the not-SPI-Amplifier switched is.output stage;ACCD_tiPwrStgOn_C;1x1;20.0;;
1845820;AC Compressor Download Default;ACCD_trqComprDfl_C;1x1;0.000;;
1845822;upper Hysteresis for Compressor - status calculation;ACCD_trqComprHi_C;1x1;0.000;;
1845824;Lower Hysteresis for Compressor - status calculation;ACCD_trqComprLo_C;1x1;0.000;;
1845828;Debounce for Biodetection APP;AccPed_tiDebAliveDef_C;1x1;100.0;;
1845830;Debounce for Biodetection APP;AccPed_tiDebAliveOk_C;1x1;100.0;;
1845832;Debounce for Recognition APP-Gradient;AccPed_tiDebPladrLckDef_C;1x1;40.0;;
1845834;Debounce for Recognition APP-Gradient;AccPed_tiDebPladrLckOk_C;1x1;40.0;;
1845836;Debounce for not recognized abuse;AccPed_tiDebMisUseOk_C;1x1;200.0;;
1845838;Debounce for misuse detection;AccPed_tiDebMisUseDef_C;1x1;200.0;;
1845840;Ramp Rate the Transition Function;AccPed_dfacRampSlope_C;1x1;0.000000;;
1845858;Characteristic to Establishing the Ramp Rate for Will increase in speed of drive start regulator;AccPed_dnDORmpSlpPos_CUR;6x1;1000.00 1000.00 2000.00 3000.00 3000.00 3000.00;-10.0 10.0 20.0 50.0 90.0 120.0;
1845896;Map for Will increase in speed of drive start regulator;AccPed_dnDOSetP_MAP;5x6;0.00 50.00 350.00 600.00 1000.00 1700.00 0.00 50.00 350.00 600.00 1000.00 1700.00 0.00 50.00 350.00 600.00 1000.00 1700.00 0.00 50.00 350.00 600.00 1000.00 1700.00 0.00 50.00 350.00 600.00 1000.00 1700.00;0.0000 1.0000 5.0000 10.0000 20.0000 80.0000;700.00 800.00 900.00 1000.00 1100.00
1845970;Threshold accelerator pedal gradient for repeal                                                                                the Plausibility check Accelerator/Brake;AccPed_drAPPUnFltLim_C;1x1;200.000;;
1845972;Maximum APP-Gradient im emergency operation;AccPed_drLimpMax_C;1x1;5000.000;;
1846006;transition- and speed-dependent Map to Calculation of Driver command At active Winter driving program;AccPed_facAppWntrMode0_MAP;8x6;1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000;0.00 600.00 900.00 1500.00 2000.00 5300.00;-1.00 0.00 1.00 2.00 3.00 4.00 5.00 6.00
1846284;positive Ramp Rate At Recognition or Healing implausibility  PWG-Brake;AccPed_drLimUp_C;1x1;32.99988;;
1846288;Negative slope ramp At implausibility PWG-Brake;AccPed_drLimDwn_C;1x1;3999.99985;;
1846292;upper Limit the Target speed requirement of drive start regulator;AccPed_nDOMax_C;1x1;4000.00;;
1846294;Desired idle speed At Plausibility error;AccPed_nErr_C;1x1;1200.00;;
1846296;APP Desired idle speed setting At holding down Brake;AccPed_nLIMinBrk_C;1x1;1200.00;;
1846298;APP Desired idle speed setting At vehicle speed                                                                         above Threshold;AccPed_nLIMinvHigh_C;1x1;1200.00;;
1846300;APP Desired idle speed setting At vehicle speed                                                                         below Threshold;AccPed_nLIMinvLow_C;1x1;1200.00;;
1846302;Speed threshold for misuse detection;AccPed_nLimMisUse_C;1x1;5500.00;;
1846304;Speed threshold for not monitored Operating range;AccPed_nLimNMR_C;1x1;9000.00;;
1846306;Speed threshold for Release accelerator pedal test;AccPed_nLim_C;1x1;1200.00;;
1846308;Idle speed im Trap one implausibility PWG/Brake;AccPed_nPlaAPPBrk_C;1x1;1200.00;;
1846324;Characteristic to Establishing the positive Window border of drive start regulator;AccPed_nPWinDO_CUR;6x1;150.00 150.00 150.00 150.00 150.00 150.00;-10.0 10.0 20.0 50.0 90.0 120.0;
1846350;Characteristic to Application the Large-signal gain of drive start regulator;AccPed_PKpDO_CUR;6x1;0.400000 0.400000 0.400000 0.400000 0.400000 0.400000;-10.0 10.0 20.0 50.0 90.0 120.0;
1846376;Characteristic to Application the small signal gain of drive start regulator;AccPed_PKpSigDO_CUR;6x1;0.100000 0.100000 0.100000 0.100000 0.100000 0.100000;-10.0 10.0 20.0 50.0 90.0 120.0;
1846388;Debounce Error recovery At implausibility AccPed-Brake;AccPed_tiPlausBrkDebNeg_C;1x1;0.0;;
1846390;debounce time for Error At implausibility AccPed-Brake;AccPed_tiPlausBrkDebPos_C;1x1;480.0;;
1846420;Map for The reappraisal                                                                           of Accelerator pedal value At active Winter driving program (Mode Wntr1);AccPed_rAppWntrMode0_MAP;8x4;100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000 100.0000;0.00 600.00 4000.00 5300.00;0.0000 10.0000 20.0000 30.0000 45.0000 65.0000 95.0000 100.0000
1837606;Configuration Label for Bypass free cut;AccPed_rChkdVal_Vector;1x1;0.00;;
1837607;Configuration Label for Bypass free cut;AccPed_rChkdVal_Channel;1x1;0.00;;
1846734;Replacement value PWG At Error;AccPed_rErrValPlaus_C;1x1;0.0000;;
1846736;Maximum APP-value im emergency operation;AccPed_rLimpMax_C;1x1;100.0000;;
1846738;Maximum APP-value At Plausibilitaetsverletzung;AccPed_rPlaMaxVal_C;1x1;0.0000;;
1846740;Threshold for Recognition: PWG actuated;AccPed_rThPlaus_C;1x1;0.0000;;
1846742;Minimum drive value;AccPed_rThresPrpMin_C;1x1;0.0000;;
1846744;Threshold between relapsing- and Traction;AccPed_rThresPrp_C;1x1;0.0000;;
1846746;Threshold for The Activation the Plausibility check Accelerator pedal position - Brake (Safety case);AccPed_rThresSfty_C;1x1;1.0000;;
1846748;PWG-Position, below the Overrun count to;AccPed_rZero_C;1x1;0.0000;;
1846750;Constant to Masking the Bits for the Plausibility check Brake;AccPed_stBrkPlausMSK_C;1x1;138.00;;
